PA_RANK,Rank,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,HR_per_PA,RBI_per_PA,R_per_PA,WAR_per_PA
513,482,Tyler Black,MIL,42,182,3,23,15,8,11.2%,23.1%,0.126,0.277,0.221,0.322,0.347,0.299,91,0.4,-1.6,-3.5,0.1,0.016483516483516484,0.08241758241758242,0.12637362637362637,0.0005494505494505495
514,487,Kevin Pillar,,45,196,5,20,20,6,5.2%,22.6%,0.142,0.269,0.227,0.278,0.369,0.283,81,0.0,-4.4,-1.3,0.1,0.025510204081632654,0.10204081632653061,0.10204081632653061,0.0005102040816326531
515,481,Gavin Sheets,,47,203,6,21,22,1,8.2%,20.6%,0.15,0.275,0.238,0.303,0.388,0.302,95,-0.3,-1.6,-4.2,0.1,0.029556650246305417,0.10837438423645321,0.10344827586206896,0.0004926108374384237
516,464,Andy Ibáñez,DET,47,203,4,21,19,2,6.7%,20.7%,0.123,0.281,0.235,0.292,0.358,0.286,86,-0.2,-3.5,-1.9,0.1,0.019704433497536946,0.09359605911330049,0.10344827586206896,0.0004926108374384237
517,441,Griffin Conine,MIA,94,406,17,46,49,-1,8.8%,35.2%,0.184,0.304,0.219,0.292,0.403,0.303,91,-0.8,-5.2,-6.3,0.2,0.04187192118226601,0.1206896551724138,0.11330049261083744,0.0004926108374384237
518,427,Jonah Bride,MIA,96,413,8,46,36,1,12.0%,20.3%,0.122,0.277,0.231,0.333,0.352,0.307,94,-0.8,-3.9,-7.5,0.2,0.01937046004842615,0.08716707021791767,0.11138014527845036,0.00048426150121065375
519,467,Robbie Grossman,,52,224,4,25,19,2,12.2%,23.1%,0.118,0.283,0.224,0.324,0.341,0.299,92,-0.2,-2.2,-3.9,0.1,0.017857142857142856,0.08482142857142858,0.11160714285714286,0.00044642857142857147
520,453,Sal Frelick,MIL,109,469,3,52,32,15,8.2%,15.0%,0.083,0.289,0.248,0.313,0.331,0.287,83,0.6,-9.2,-4.8,0.2,0.006396588486140725,0.06823027718550106,0.11087420042643924,0.0004264392324093817
521,503,Will Wagner,TOR,65,280,3,30,23,1,10.2%,20.0%,0.1,0.295,0.24,0.321,0.34,0.295,93,-0.5,-2.8,-5.9,0.1,0.010714285714285714,0.08214285714285714,0.10714285714285714,0.00035714285714285714
522,438,Michael Toglia,COL,133,574,25,71,74,7,10.0%,29.8%,0.203,0.283,0.226,0.305,0.429,0.318,90,-0.4,-6.9,-10.2,0.2,0.04355400696864112,0.1289198606271777,0.12369337979094076,0.0003484320557491289
523,590,David Peralta,,78,336,7,34,32,2,7.3%,21.0%,0.123,0.282,0.236,0.295,0.359,0.288,85,-0.5,-6.6,-4.6,0.0,0.020833333333333332,0.09523809523809523,0.10119047619047619,0.0
524,601,Eric Wagaman,MIA,26,112,3,12,12,2,6.5%,22.4%,0.141,0.279,0.233,0.283,0.373,0.286,80,0.0,-2.7,-1.0,0.0,0.026785714285714284,0.10714285714285714,0.10714285714285714,0.0
525,600,Jonathan Ornelas,TEX,3,14,0,1,1,0,6.3%,27.2%,0.079,0.295,0.217,0.273,0.296,0.254,63,0.0,-0.6,0.1,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0
526,599,Jake Mangum,TBR,52,224,1,22,15,7,3.0%,21.7%,0.078,0.306,0.242,0.272,0.32,0.259,70,0.0,-7.6,0.1,0.0,0.004464285714285714,0.06696428571428571,0.09821428571428571,0.0
527,598,Scott Kingery,LAA,24,105,3,11,10,3,6.1%,32.7%,0.137,0.282,0.205,0.254,0.342,0.261,65,0.3,-3.9,0.4,0.0,0.02857142857142857,0.09523809523809523,0.10476190476190476,0.0
528,597,Travis Jankowski,,44,189,1,18,11,9,9.9%,19.7%,0.063,0.283,0.225,0.309,0.288,0.272,74,0.7,-5.1,-1.2,0.0,0.005291005291005291,0.0582010582010582,0.09523809523809523,0.0
529,596,Stone Garrett,WSN,6,28,1,3,3,0,6.9%,29.8%,0.162,0.292,0.226,0.284,0.388,0.293,87,0.0,-0.5,-0.5,0.0,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.0
530,595,Juan Yepez,WSN,21,91,3,9,10,1,7.5%,19.5%,0.153,0.271,0.239,0.3,0.392,0.301,93,-0.1,-0.9,-2.1,0.0,0.03296703296703297,0.10989010989010989,0.0989010989010989,0.0
531,594,Cade Marlowe,SEA,2,7,0,1,1,0,8.2%,35.1%,0.125,0.285,0.195,0.267,0.32,0.261,74,0.0,-0.2,-0.1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
532,593,Brandon Lockridge,SDP,31,133,1,13,9,10,8.1%,27.9%,0.08,0.308,0.222,0.29,0.302,0.266,72,1.0,-3.4,-1.0,0.0,0.007518796992481203,0.06766917293233082,0.09774436090225563,0.0
533,592,Rece Hinds,CIN,3,14,1,2,2,0,5.5%,37.9%,0.205,0.295,0.213,0.261,0.418,0.291,79,0.0,-0.3,-0.2,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0
534,591,Eric Yang,CIN,2,6,0,1,0,0,9.2%,29.0%,0.089,0.271,0.194,0.281,0.284,0.257,56,0.0,-0.3,0.1,0.0,0.0,0.0,0.16666666666666666,0.0
535,582,Chuckie Robinson,LAA,2,6,0,1,1,0,4.7%,26.4%,0.107,0.275,0.215,0.259,0.322,0.256,62,0.0,-0.3,0.1,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
536,589,Garrett Cooper,,2,7,0,1,1,0,7.6%,28.0%,0.153,0.304,0.236,0.302,0.389,0.302,92,0.0,-0.1,-0.1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
537,588,Steward Berroa,TOR,3,14,0,2,1,1,9.7%,28.8%,0.108,0.287,0.208,0.287,0.316,0.27,75,0.1,-0.3,-0.2,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0
538,587,Justin Foscue,TEX,2,7,0,1,1,0,9.8%,21.2%,0.143,0.256,0.218,0.308,0.36,0.297,92,0.0,-0.1,-0.1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
539,586,Grae Kessinger,ARI,6,28,0,3,2,0,8.5%,26.3%,0.104,0.277,0.211,0.283,0.315,0.268,68,0.0,-1.1,0.2,0.0,0.0,0.07142857142857142,0.10714285714285714,0.0
540,585,Brian Serven,DET,2,6,0,1,1,0,7.8%,29.6%,0.103,0.262,0.193,0.263,0.295,0.251,61,0.0,-0.3,0.1,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
541,584,Vinny Capra,MIL,2,7,0,1,1,0,8.4%,23.1%,0.087,0.282,0.219,0.291,0.306,0.268,70,0.0,-0.3,0.1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
542,583,Nick Raposo,SEA,2,6,0,1,1,0,6.5%,25.7%,0.104,0.249,0.196,0.251,0.3,0.244,62,0.0,-0.3,0.1,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
543,581,Alika Williams,PIT,8,35,0,3,3,0,6.7%,22.3%,0.089,0.286,0.226,0.282,0.314,0.265,66,0.0,-1.5,0.4,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0
544,580,Brewer Hicklen,MIL,2,7,0,1,1,0,8.7%,34.3%,0.167,0.274,0.198,0.285,0.365,0.287,83,0.0,-0.1,-0.1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
545,579,Tucker Barnhart,TEX,2,6,0,1,0,0,8.3%,26.7%,0.08,0.282,0.208,0.279,0.289,0.256,64,0.0,-0.3,0.1,0.0,0.0,0.0,0.16666666666666666,0.0
546,603,Petey Halpin,CLE,10,42,1,4,3,1,7.2%,26.7%,0.109,0.286,0.217,0.274,0.326,0.265,71,0.0,-1.4,-0.1,0.0,0.023809523809523808,0.07142857142857142,0.09523809523809523,0.0
547,578,Tristan Gray,PIT,2,7,0,1,1,0,5.5%,31.7%,0.184,0.271,0.212,0.261,0.396,0.284,78,0.0,-0.2,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
548,602,Yuli Gurriel,,39,168,3,17,15,2,7.2%,16.6%,0.114,0.281,0.245,0.302,0.359,0.291,87,-0.1,-2.6,-3.0,0.0,0.017857142857142856,0.08928571428571429,0.10119047619047619,0.0
549,614,Darren Baker,WSN,6,28,0,2,1,1,5.7%,20.1%,0.042,0.319,0.25,0.291,0.292,0.26,65,0.1,-1.1,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0
550,604,Tyler Callihan,CIN,2,7,0,1,1,0,6.7%,29.1%,0.115,0.285,0.211,0.268,0.327,0.262,60,0.0,-0.3,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
551,605,Matthew Lugo,LAA,5,21,1,2,2,1,5.4%,27.4%,0.144,0.281,0.22,0.269,0.364,0.276,76,0.0,-0.6,-0.2,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.0
552,628,Trey Lipscomb,WSN,19,84,1,7,6,2,4.8%,21.2%,0.088,0.284,0.231,0.27,0.32,0.26,65,-0.1,-3.6,0.3,0.0,0.011904761904761904,0.07142857142857142,0.08333333333333333,0.0
553,627,Mike Brosseau,SDP,26,112,3,11,11,0,7.1%,26.3%,0.134,0.269,0.216,0.287,0.35,0.282,83,-0.2,-2.4,-1.7,0.0,0.026785714285714284,0.09821428571428571,0.09821428571428571,0.0
554,626,Kenedy Corona,HOU,8,35,1,3,3,1,6.7%,29.1%,0.115,0.273,0.204,0.266,0.319,0.259,68,0.1,-1.2,-0.4,0.0,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.0
555,625,Austin Hedges,CLE,49,192,3,15,14,2,6.0%,27.5%,0.093,0.251,0.19,0.249,0.283,0.238,52,-0.1,-10.6,3.8,0.0,0.015625,0.07291666666666667,0.078125,0.0
556,624,Sammy Siani,PIT,5,21,0,2,2,0,8.6%,27.5%,0.097,0.287,0.213,0.282,0.309,0.265,65,0.0,-0.9,-0.2,0.0,0.0,0.09523809523809523,0.09523809523809523,0.0
557,623,Luis De Los Santos,NYM,13,56,1,5,5,1,6.9%,26.9%,0.131,0.267,0.21,0.272,0.341,0.27,75,0.0,-1.7,-0.6,0.0,0.017857142857142856,0.08928571428571429,0.08928571428571429,0.0
558,622,Carlos D. Rodriguez,ATL,11,49,0,5,3,1,7.9%,16.6%,0.07,0.297,0.248,0.306,0.317,0.278,76,0.0,-1.5,-0.5,0.0,0.0,0.061224489795918366,0.10204081632653061,0.0
559,621,Nick Pratto,KCR,15,63,2,7,7,1,9.5%,32.0%,0.156,0.302,0.218,0.298,0.374,0.295,87,0.0,-1.0,-1.4,0.0,0.031746031746031744,0.1111111111111111,0.1111111111111111,0.0
560,620,Bryce Johnson,PIT,6,28,0,3,2,1,8.6%,26.3%,0.079,0.299,0.219,0.297,0.298,0.269,68,0.1,-1.0,-0.2,0.0,0.0,0.07142857142857142,0.10714285714285714,0.0
561,619,Billy Cook,PIT,70,301,9,33,31,10,6.6%,28.8%,0.149,0.288,0.222,0.282,0.371,0.286,79,0.7,-6.7,-3.6,0.0,0.029900332225913623,0.10299003322259136,0.10963455149501661,0.0
562,618,Luis Vazquez,CHC,15,63,1,6,5,1,6.0%,25.8%,0.114,0.277,0.217,0.275,0.331,0.268,73,-0.1,-2.1,-0.2,0.0,0.015873015873015872,0.07936507936507936,0.09523809523809523,0.0
563,617,Mason McCoy,SDP,5,21,0,2,2,1,6.8%,31.6%,0.094,0.271,0.19,0.247,0.284,0.237,53,0.0,-1.1,0.2,0.0,0.0,0.09523809523809523,0.09523809523809523,0.0
564,616,Graham Pauley,MIA,31,133,4,14,14,2,8.2%,25.0%,0.147,0.271,0.22,0.29,0.366,0.289,81,-0.1,-3.0,-1.6,0.0,0.03007518796992481,0.10526315789473684,0.10526315789473684,0.0
565,615,Robert Hassell III,WSN,8,35,0,3,3,1,8.3%,25.6%,0.093,0.298,0.227,0.292,0.319,0.273,74,0.0,-1.1,-0.3,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0
566,576,Jacob Hurtubise,CIN,3,14,0,2,1,1,10.1%,21.7%,0.065,0.3,0.228,0.332,0.292,0.288,77,0.1,-0.3,-0.1,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0
567,613,Victor Mesa Jr.,MIA,8,35,1,3,3,0,5.3%,24.6%,0.117,0.283,0.225,0.266,0.341,0.265,66,0.0,-1.4,0.1,0.0,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.0
568,612,Braden Shewmake,KCR,5,21,0,2,2,1,4.3%,21.0%,0.12,0.256,0.216,0.253,0.336,0.257,60,0.1,-0.9,0.1,0.0,0.0,0.09523809523809523,0.09523809523809523,0.0
569,611,Tim Tawa,ARI,11,49,1,5,5,1,7.0%,25.6%,0.137,0.267,0.216,0.273,0.353,0.274,73,0.0,-1.6,-0.1,0.0,0.02040816326530612,0.10204081632653061,0.10204081632653061,0.0
570,610,Andrew McCutchen,PIT,105,455,14,49,47,5,11.3%,24.2%,0.148,0.277,0.227,0.319,0.375,0.308,94,-0.7,-3.9,-11.4,0.0,0.03076923076923077,0.10329670329670329,0.1076923076923077,0.0
571,609,Luke Williams,ATL,13,56,1,5,5,3,7.2%,27.7%,0.111,0.292,0.219,0.279,0.33,0.269,70,0.2,-1.9,-0.1,0.0,0.017857142857142856,0.08928571428571429,0.08928571428571429,0.0
572,608,Michael Siani,STL,42,182,2,19,12,9,9.0%,24.7%,0.087,0.279,0.212,0.287,0.299,0.264,69,0.6,-6.2,0.1,0.0,0.01098901098901099,0.06593406593406594,0.1043956043956044,0.0
573,607,DaShawn Keirsey Jr.,MIN,13,56,1,6,4,3,5.7%,27.6%,0.108,0.3,0.225,0.275,0.333,0.267,72,0.2,-1.6,-0.4,0.0,0.017857142857142856,0.07142857142857142,0.10714285714285714,0.0
574,606,Darick Hall,PIT,3,14,1,1,2,0,7.3%,26.0%,0.164,0.267,0.222,0.283,0.386,0.292,84,0.0,-0.3,-0.2,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0
575,577,Corey Julks,,3,14,0,1,1,0,8.0%,24.4%,0.127,0.282,0.226,0.291,0.353,0.284,83,0.0,-0.2,-0.2,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0
576,524,César Salazar,HOU,5,19,0,2,2,0,7.9%,20.9%,0.1,0.251,0.206,0.294,0.307,0.272,77,0.0,-0.5,0.4,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0
577,575,Dom Nuñez,CLE,3,13,0,1,1,0,10.7%,31.6%,0.101,0.259,0.18,0.271,0.281,0.251,62,0.0,-0.6,0.3,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0
578,548,Jhonny Pereda,MIA,3,13,0,1,1,0,9.1%,22.7%,0.083,0.304,0.237,0.308,0.32,0.282,77,0.0,-0.4,0.3,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0
579,546,Jonathon Long,CHC,8,35,1,4,4,0,10.2%,26.5%,0.148,0.285,0.227,0.313,0.375,0.304,97,-0.1,-0.2,-0.6,0.0,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.0
